gene_id	chrom	start	end	number_of_cds	gene_name	name_alias
FBgn0038233	3R	14509049	14511712	6	HtrA2	CG8464;DmHtrA2;HtrA2/Omi;Omi;dOmi;domi;htrA2;omi;htrA2/omi;Serine protease HTRA2;HtrA2;Omi/HtrA2;high temperature requirement A2
FBgn0038234	3R	14511838	14512691	3	mRpL11	FBgn0062439;CG3351;L11;BcDNA:RE67638;rpl-11
FBgn0038235	3R	14512639	14513637	3	CG8461	
FBgn0038237	3R	14513901	14558304	25	Pde6	PDE6;CG8279;DmPDE5/6;DmPDE6;PDE5/6
FBgn0085302	3R	14517042	14517487	1	CG34273	
FBgn0038236	3R	14521049	14523064	7	Cyp313a1	313a1p;313a1;Cyp313a1p;CG3360;Cyp313a;Cyp313A1;CYP313a1
FBgn0038238	3R	14559166	14560054	4	CG14854	
FBgn0038239	3R	14560935	14561521	1	CG14850	
FBgn0038240	3R	14562340	14562845	1	CG14851	
FBgn0038241	3R	14564323	14564805	1	CG8087	
FBgn0038242	3R	14565927	14566513	1	CG14852	
FBgn0051313	3R	14566432	14567429	8	CG31313	FBgn0047056;BcDNA:RH02566
FBgn0038243	3R	14567611	14568847	4	CG8066	
FBgn0004629	3R	14569103	14569644	2	Cys	FBgn0004121;FBgn0062905;cystatin;CG8050;clone 2.34;anon-EST:Liang-2.34;BcDNA:RH72992;Cystatin;cys
FBgn0038244	3R	14570472	14575887	10	CG7987	FBgn0062149;anon-WO0118547.245
FBgn0264903	3R	14576331	14576611	1	CG44094	
FBgn0020299	3R	14577217	14608079	14	stumps	FBgn0024898;FBgn0025779;FBgn0028088;FBgn0038245;FBgn0051317;FBgn0063634;Hbr;hbr;heartbroken;Dof;CG18485;dof;DOF;dof/hbr/sms;i21;i28;CG3375;Heartbroken;Downstream of FGF receptor;Stumps;Hbr/Dof;stumps/dof;downstream of FGF receptor;Dof/stumps/heartbroken;dof/hbr;Downstream of FGFR;l(3)09904;Downstream of FGF;heartbroken/dof;sms;gene C;P1740;downstream of FGFR;0837/10;C;l(3)S083710;anon-estC;anon-EST:CL47;CG31317;Downstream of FGFR/Heartbroken/Stumps;downstream-of-FGF receptor;Downstream-of-FGFR;dof1
FBgn0038246	3R	14609642	14618987	7	CG14853	
FBgn0003169	3R	14619030	14625703	8	put	FBgn0000467;FBgn0004912;FBgn0004920;FBgn0010942;FBgn0011375;activin receptor;atrII;CG7904;Punt;TGF-B;Atr-II;l(3)10460;STK-C;pun;activin receptor type II;TGF-beta;dorsal holes C;TGF-beta-type-receptor-like;Activin-A-receptor-88CD;l(3)j5A5;dlhC;Tgf-r;AtrII;Atr;Atr88CD;Act-r;Put;punt;DPP receptor;PUNT
FBgn0013981	3R	14625755	14626614	5	His4r	FBgn0064800;His4R;H4r;His4-88CD;CG3379;BcDNA:RH52884;FBtr0082962
FBgn0038248	3R	14626676	14642563	7	CG7886	FBgn0044673;anon-WO0140519.200
FBgn0038247	3R	14630478	14641776	11	Cad88C	DCad88C;CG3389;CT11389;Dm Cad88C;cad88C;Cad88C
FBgn0086686	3R	14642672	14655716	10	l(3)L1231	FBgn0026578;FBgn0038249;FBgn0024535;LD14744;BEST:LD14744;CG7832
FBgn0038250	3R	14657447	14659228	4	CG3505	SPH9;proPO-AE
FBgn0038251	3R	14659438	14661177	4	Hexim	dHEXIM;CG3508;HEXIM ortholog
FBgn0025808	3R	14661176	14663197	4	Rad17	CG7825;DmRad17/24
FBgn0038252	3R	14663450	14664822	2	BigH1	CG3509;dBigH1;Big H1
FBgn0265140	3R	14664907	14697292	15	Meltrin	FBgn0051314;CG31385-PA;CG31314;CG31385;CG31385-RA;CG31314-RA;CG31314-PA;FBgn0038253;FBgn0051385;FBtr0082972;FBpp0082431;FBtr0082973;FBpp0082432;FBgn0062267;CG7649;Neu3;CG31314;CG31385;DMeltrin;Neuroectoderm-expressed 3;Meltrin-like;CT23341;meltrin;dMeltrin-alpha;FBgn0051314
FBgn0262127	3R	14697689	14724261	18	kibra	FBgn0053967;CG7552-PA;CG7552;CG12600;CG12600-RA;CG12600-PA;CG7552-RA;FBgn0038254;FBgn0038255;FBtr0082970;FBpp0082429;FBtr0083022;FBpp0082481;FBgn0010779;FBgn0011381;FBgn0011475;kib;Kib;Kibra;kbr;CG33967;kibra;CG7552;RE26350;CG12600;l(3)02404;l(3)j5C3;lethal (3) neo42;l(3)neo42;ORE-2;DmKibra;kibra ortholog;Kbr
FBgn0038256	3R	14724760	14731509	16	CG7530	
FBgn0011217	3R	14732414	14741319	11	eff	FBgn0004831;FBgn0011011;FBgn0011333;FBgn0011657;FBgn0013661;FBgn0013663;FBgn0013935;FBgn0062081;UbcD1;UBCD1;ubcD1;CG7425;UbcD;UBCD-1;E(Pc)88D;ms(3)ry3;ms(3)ry1;6535;3527;Suppressor of GMR-sina 3-3;SS3-3;Ubc-D1;fs(3)01295;Ubiquitin conjugating enzyme 1;UBC4;ms(3)88D;meiotic 68;ms(3)neo2;ms(3)3;ms(3)1;ms(3)01295;mei68;l(3)s1782;l(3)j2C8;l(3)01462;anon-WO0118547.343;Effete;effete;effette;Eff;EFF;Ubc5;UbcH5
FBgn0263929	3R	14741582	14795868	24	jvl	FBgn0001293;FBgn0262718;CG3563;FBgn0045903;FBgn0045914;FBgn0260465;FBgn0038259;CG33330;FBgn0053330;CG3563;CG43162;javelinlike;anon-WO0153538.5;anon-WO0153538.4;CG33330;Javelin-Like;Jvl
FBgn0038258	3R	14751748	14754460	2	CG7362	
FBgn0038260	3R	14796305	14798474	4	CG14855	
FBgn0038261	3R	14798986	14801163	4	CG14856	
FBgn0038262	3R	14801773	14804342	5	CG14857	
FBgn0266756	3R	14804092	14875488	71	btsz	FBgn0038267;CG17304;FBgn0063267;FBgn0051306;FBgn0038265;FBgn0038264;FBgn0038263;FBgn0010940;FBan0007343;FBpp0082473;FBpp0082472;FBtr0083014;FBtr0083013;FBan0031306;CG7343;CG31306;CG33555;FBgn0053555;FBgn0264754;FBgn0044870;CG44012;CG7343;bite size;Btsz;CG17304;CG33555;CG14858;Bitesize;CG31306;l(3)10418;BcDNA:GH06647;CG18280;Granulophilin
FBgn0038266	3R	14845043	14846737	1	CG3610	
FBgn0038268	3R	14879457	14882631	4	CG3631	
FBgn0038269	3R	14882498	14886246	6	Rrp6	CG7292;dRrp6;DmRrp6;rrp6;RRP6
FBgn0067629	3R	14886456	14889146	2	CG33332	FBgn0038270;FBgn0053332;FBgn0069055;CG3641;BcDNA:RE07395
FBgn0067628	3R	14886456	14887739	1	CG33331	FBgn0038270;FBgn0053331;FBgn0069055;CG3641;BcDNA:SD17447;Tam41
FBgn0004597	3R	14889004	14890205	2	CycC	cyclin C;cyclinC;DmcycC;Cln3;dTRAP33;cycC;SRB11;CG7281;Cyc-C;dCycC;CG1C_DROME;CYCC;Cyclin C;CCNC
FBgn0038272	3R	14892392	14893954	2	CG7265	
FBgn0038273	3R	14894784	14896446	2	CG14860	
FBgn0038275	3R	14898739	14899617	1	CG3817	RRP15
FBgn0038277	3R	14900432	14901563	3	RpS5b	142157_at;CG7014;S5b;RbS5b;RS5B_DROME
FBgn0038279	3R	14918628	14923083	14	Sdr	SDR;CG3837;secreted decoy of InR;Secreted Decoy of InR
FBgn0038280	3R	15014770	15016034	1	CG14861	
FBgn0038281	3R	15037366	15038149	1	RpL10Aa	FBgn0063342;CG3843;BcDNA:AT11516;Rpl10Aa
FBgn0038282	3R	15054930	15077206	12	dpr9	FBgn0053485;FBgn0038283;FBgn0038284;FBgn0051114;FBgn0063286;CG31114;Dpr-9;CG12601;CT34680;CG14863;CG14862;BcDNA:GH01517;CG33485;dpr9;Dpr9
FBgn0038285	3R	15078530	15079285	1	CG6974	
FBgn0038286	3R	15079320	15095631	6	CG6966	FBgn0063758;BcDNA:AT05246;dFEM1A
FBgn0261859	3R	15095957	15131926	10	CG42788	CG31304;CG6934;FBgn0051304;FBgn0038287;FBgn0038288;FBgn0061647;FBgn0038289;CG6960;CG18442;CG31304;anon-WO0118547.79;CG6934
FBgn0038290	3R	15135138	15137004	5	CG6912	FBgn0044665;FBgn0061871;anon-WO0140519.208;anon-WO0118547.571
FBgn0038291	3R	15137148	15139007	3	CG3984	
FBgn0038292	3R	15139958	15141715	2	CG3987	FBgn0044657;anon-WO0140519.215
FBgn0266064	3R	15141843	15147531	13	GlyS	FBgn0022803;FBgn0038293;FBgn0062238;CG6904;glycogen synthase;dGS;GS;CG6940;anon-WO0118547.108;Glys;Glycogen Synthase
FBgn0038295	3R	15150375	15191242	27	Gyc88E	Gyc-88E;CG4154;GYC
FBgn0038294	3R	15170625	15181510	57	Mf	FBgn0064959;CG6803;Zeelin1;z1;BcDNA:GH23305;DmMf;myofilin;Zeelin;zeelin1
FBgn0038296	3R	15191058	15196210	12	CG6752	
FBgn0260659	3R	15196598	15203074	20	CG42542	FBgn0051303;FBgn0038297;CG31303;CG4196;CG4196;CG31303
FBgn0028984	3R	15203069	15206447	3	Spn88Ea	FBgn0038298;Dm-serpin-88Ea;CG18525;sp5;Sp5;serpin 5;spn5;serpin5;Spn88Ea;serpin;Spn5;Serine protease inhibitor 5;Serpin5
FBgn0038299	3R	15206703	15208762	2	Spn88Eb	Dm-serpin-88Eb;CG6687
FBgn0038300	3R	15209204	15211347	2	Mau2	Mau-2;FBgn0038300;MAU-2;Mau2;MAU2;CG4203;mau-2
FBgn0038301	3R	15211277	15213658	3	CG6654	
FBgn0038302	3R	15213974	15214845	4	CG4210	FBgn0062846;FBgn0064777;BcDNA:SD26038;BcDNA:SD13446;FBgn 38302
FBgn0038303	3R	15214762	15218874	6	SIDL	CG6623;TRAPPC10
FBgn0038304	3R	15219256	15222371	3	CG12241	
FBgn0051155	3R	15222251	15223180	4	Rpb7	FBgn0038305;FBgn0063635;dRpb7;RPB7;CG6572;CG31155
FBgn0051344	3R	15223378	15225329	3	CG31344	FBgn0038305;FBgn0061805;CG6572;anon-WO0118547.636
FBgn0038306	3R	15227605	15229408	3	Art3	DART3;CG6563
FBgn0038307	3R	15229665	15230516	5	mRpS10	FBgn0064933;MRP-S10;Mitochondrial ribosomal protein S10;CG4247;MrpS10;BcDNA:GM25447
FBgn0085345	3R	15230585	15231686	4	CG34316	Dm_3R:60797;JHBP
FBgn0045035	3R	15232212	15242236	28	tefu	FBgn0038308;dATM;ATM;CG6535;atm;tef;atm/tefu;Tefu;ataxia telangiectasia mutated;Drosophila ATM;ataxia-telangiectasia mutated;Atm;ataxia telengiesctasia mutated;A-T mutated;tefu/atm;Ataxia Telangectasia Mutated
FBgn0038309	3R	15247163	15249137	3	Amt	CG6499
FBgn0259823	3R	15250094	15257765	12	CG42404	FBgn0083964;FBgn0038310;FBgn0051154;FBgn0062882;CG4285;CG34128;CG34128;CG31154;BcDNA:SD12744;CG4285;lincRNA.S6902
FBgn0263740	3R	15257844	15263458	7	eIF2gamma	FBgn0003600;gamma subunit of the translation initiation factor eIF2;eIF-2gamma;CG43665;CG6476;eIF-2G;eIF2G;eIF2gamma;51kDa protein;Eukaryotic initiation factor 2gamma
FBgn0014879	3R	15263552	15265253	4	Set	CG4299;SET;TAF-Ibeta;dSET;dSet
FBgn0016691	3R	15265591	15266690	3	ATPsynO	OSCP;CG4307;Oligomycin sensitivity-conferring protein;Oligimycin sensitive-conferring protein;F0/F1 ATP synthase OSCP;ATP synthase OSCP;Oscp;ATPO_DROME;OLIGOMYCIN SENSITIVITY CONFERRING PROTEIN;oligomycin sensitivity conferring protein precursor;ATPO;ATP synthase oligomycin sensitivity conferral protein;oscp
FBgn0038311	3R	15266684	15268538	2	CG14864	FBgn0061455;BcDNA:AT13896
FBgn0038312	3R	15268662	15270532	5	Zip88E	dZip88E;CG4334;cg4334;ZIP88E
FBgn0000283	3R	15270432	15275241	5	Cp190	FBgn0014463;CP190;CEN190;Cen190;CP-190;Rb188;CG6384;CP-60;dmap190;DMAP190;Bx63;Dmap190;DMAP-190;Cen185;Map190;AbS1-4;E(mod)4-1;Enhancer of mod(mdg4)4-1;Centrosomal Protein 190;Centrosomal Protein 90;Centrosomal protein 190 kDa;centrosomal protein 190;Bx-63;cp190;Centrosomal Protein of 190 kDa;CP190_DROME;Centrosomal Protein 190 kD;Centrosomal protein 190;Centrosomal protein of 190 kDa;DMAP 190
FBgn0038313	3R	15275522	15276474	1	CG4338	
FBgn0027378	3R	15276440	15278109	8	MRG15	FBgn0024526;dMrg15;CG6363;dMRG15;Dmrg15;DmMRG15;l(3)j6A3;Mrg15;mrg15;MRG15
FBgn0011476	3R	15277981	15278668	4	l(3)neo43	FBgn0038314;CG14865
FBgn0003721	3R	15281371	15308779	77	Tm1	FBgn0010776;FBgn0011036;FBgn0015832;FBgn0015833;FBgn0046771;FBgn0046800;FBgn0060408;FBgn0064771;TmII;Tropomyosin;tropomyosin II;tropomysin II;Tropomyosin II;Troponin H;cytoskeletal Tropomyosin;tropomyosinII;tropomyosin;Tm;TMII;cTm;tmII;TnH;CG4898;cytoplasmic tropomyosin;2299;cTM;cTmII;TnH-34;Tropomyosin-1;mTmII;Tmr34;Tmr33;region 3;l(3)S130510;1305/10;l(3)s2958;l(3)02299;PmI;BcDNA:LD37158;BcDNA:SD21996;BcDNA:GH09289;tm1;TM1;TnH-33;troponin-H isoform 34;troponin-H;Dm Tm1;TmH-33;TmH-34;Dm TmH33;Dm TmH34;TmH33;TmH34;DmTm1;TM;Tropomyosin I;troponin H;chr3R:11122272..11122408;TmH;Tropomyosin1
FBgn0266745	3R	15290309	15290799	2	CG45218	
FBgn0004117	3R	15310193	15315197	18	Tm2	FBgn0002442;FBgn0003722;FBgn0003724;FBgn0026830;Tm;Tropomyosin;tropomyosin I;Tropomyosin I;tropomyosin;l(3)nc99Eb;CG4843;DROTROPI1;TmI;Tm1;Ifm(3)3;Tn-H;Ifm-TmI;Tropomyosin-2;dro Tm;mTmI;lethal(3)nc99Eb;Ifm(3)5;Tm127;tropomyosin 127;tropomyosin2;TM2;TmII;Tm2;IP16005p;tropomyosin-2
FBgn0038315	3R	15316471	15318285	4	CG14866	
FBgn0038316	3R	15318203	15320069	2	CG6276	
FBgn0264832	3R	15320378	15320691	1	CG44040	
FBgn0026441	3R	15320756	15325279	5	ear	FBgn0038317;ENL/AF-9;CG4913;ENL/AF9;dENL/AF9;Ear;TFIIF
FBgn0038318	3R	15325325	15328269	14	CG6236	gi23171351;gi7299997;gi21357449
FBgn0000533	3R	15328729	15330408	5	ea	Easter;SP24;c-SP24;CG4920;EA;Ea
FBgn0038319	3R	15330738	15331588	2	mRpL9	FBgn0051478;L9;CG4923;CG31478;mRPL9
FBgn0013269	3R	15331584	15333133	3	Fkbp39	IFK506-bp1;CG6226;FK506bp1;FKBP39;FKbp39;FK506-bp1;FK506-binding protein of 39 kDa;FK506-binding protein 1;FK506 binding protein-1
FBgn0038321	3R	15337908	15343256	8	CG6218	
FBgn0019925	3R	15343653	15346176	4	Surf4	SURF-4;Surf-4;CG6202
FBgn0051301	3R	15346205	15348012	5	CG31301	FBgn0038322;CG12258
FBgn0261679	3R	15348048	15350391	2	CG42726	FBgn0051392;FBan0031392;CG31392;FBgn0038322;CG12258;CG31392
FBgn0261680	3R	15348048	15350391	1	CG42727	FBgn0051392;FBan0031392;CG31392;FBgn0038322;CG12258;CG31392
FBgn0266722	3R	15350345	15350995	2	Trs33	FBgn0044804;FBgn0038323;FBgn0047020;CG6196;Trs33p;BcDNA:RH37427;TRAPP subunit 33 ortholog;TRAPPC6
FBgn0038324	3R	15351225	15353926	1	CG5038	
FBgn0038325	3R	15353720	15356924	5	Atg4b	Atg4;DmAtg4-like;Atg4b;CG6194;APG4;AUT2;Autophagy-specific gene 4b;atg4
FBgn0038326	3R	15357229	15359263	4	CG5044	CT16187;HIBCH;Hibch
FBgn0026634	3R	15358481	15361657	4	ldlCp	CG6177;ldl-Cp;Cog2
FBgn0038327	3R	15361692	15362850	4	Trax	trax;CG5063;Translin-associated factor X
FBgn0026737	3R	15362796	15363857	5	CG6171	Anon-becker2;anon-Becker2
FBgn0085433	3R	15363786	15367665	15	CG34404	CG6156;FBgn0027349;FBgn0038329;FBgn0038328;CG18496;CG18496;anon-FF;CG6156
FBgn0038330	3R	15367816	15369945	6	CG14868	
FBgn0038332	3R	15370036	15372212	3	CG6136	
FBgn0038331	3R	15371957	15374237	5	Ccm3	CG5073;Cerebral cavernous malformation 3;Cerebral cavernous malformation 3 ortholog;CCM3
FBgn0262483	3R	15374635	15402543	99	Rbp	CG14867;CG31302;FBgn0051302;FBgn0038335;FBgn0038336;FBgn0038333;CG14867;CG43073;DRBP;CG5143;CG5152;CG31302;drbp;Rab3-interacting molecule (RIM)-binding protein;rbp;RBP
FBgn0038337	3R	15402598	15407070	13	CG6125	
FBgn0041188	3R	15408423	15417277	14	Atx2	FBgn0010892;FBgn0025221;FBgn0038338;FBgn0044786;FBgn0062074;FBgn0063367;dAtx2;dAtaxin-2;CG5166;SCA2;Datx2;GH27029;dSCA2;Sca2;l(3)06490;ataxin-2;atx2;anon-fast-evolving-2E1;anon-EST:fe2E1;BEST:GH27029;anon-WO0140519.1;anon-WO0118547.351;CG5166a;Dataxin-2;ATX2;Ataxin 2;Atxain-2;Atx-2;atx-2;ATAXIN-2;CG43368
FBgn0038339	3R	15421108	15434738	11	CG6118	
FBgn0000047	3R	15439969	15442177	2	Act88F	Actin;arthrin;88F actin;Arthrin;actin;E;act88F;CG5178;Act(88F);act 88F;Act88-F;Ifm(3)7;rsd;actin 88F;actin88F;Actin88F;F-actin;Act88f;ArpD;P83967
FBgn0038342	3R	15481906	15482904	2	B9d1	CG14870;B9D1
FBgn0019940	3R	15483158	15484699	3	Rh6	rhodopsin;Rhodopsin;rh6;Rh;RH6;DMELRH6;Dm Rh6;CG5192;rhodopsin 6;R8;R8 rhodopsin;rhodopsin-6;Rhodopsin6
FBgn0038343	3R	15484730	15485396	3	Trissin	CG14871;trissin
FBgn0038344	3R	15486050	15493310	6	obe	cg5205;CG5205
FBgn0038345	3R	15494602	15495620	1	CG5213	cg5213
FBgn0264776	3R	15507940	15508886	2	CG44014	FBgn0038346;CG14872
FBgn0264775	3R	15508896	15509917	4	CG44013	FBgn0038346;CG14872
FBgn0051296	3R	15530072	15531473	6	CG31296	FBgn0045440;NEST:bs01d08
FBgn0267408	3R	15532137	15537292	6	AOX1	FBgn0038347;FBgn0003120;CG18522;CT42272;DmAO1;lpo;PO;low-pyridoxal-oxidase;Pyridoxal oxidase;Po;LPO
FBgn0038348	3R	15537713	15542414	6	AOX2	CG18519;DmAO2
FBgn0038349	3R	15542748	15548188	14	AOX3	DmAO3;CG6045
FBgn0038350	3R	15548628	15552833	7	AOX4	CG18516;DmAO4
FBgn0263040	3R	15635468	15636489	4	CG43335	FBgn0038351;CG5302;SPH73
FBgn0263041	3R	15637168	15638181	4	CG43336	FBgn0038351;CG5302;SPH73
FBgn0053207	3R	15666183	15690513	8	pxb	FBgn0038352;FBgn0040562;FBgn0063689;CG14873;baikal;CG33207;CG14874;BcDNA:RE16319;Pxb;CG33207/Pxb;paxillinB
FBgn0051446	3R	15693086	15694194	6	CG31446	FBgn0047110;BcDNA:RE40372
FBgn0038353	3R	15695241	15697142	4	CG5399	
FBgn0038354	3R	15704676	15708434	5	CG5404	
FBgn0051294	3R	15715505	15716585	4	CG31294	FBgn0045186;FBgn0045287;FBgn0063719;NEST:bs25d10;NEST:bs15e12;BcDNA:AT21457
FBgn0085303	3R	15731746	15732694	3	CG34274	
FBgn0038355	3R	15744654	15746411	8	CG4520	
FBgn0038356	3R	15763115	15763551	1	CG12784	
FBgn0038357	3R	15766246	15767438	2	CG5623	FBgn0063744;BcDNA:AT10995
FBgn0038358	3R	15774416	15777640	5	Ttc26	CG4525;TTC26
FBgn0038359	3R	15779805	15781092	1	CG5614	
FBgn0038360	3R	15786703	15788339	2	CG9590	
FBgn0038361	3R	15788521	15789494	1	Uros2	FBgn0063343;BcDNA:AT11468;CG9589
FBgn0000246	3R	15789473	15792579	24	c(3)G	FBgn0038362;FBgn0063641;C(3)G;CG17604;c(3)g;c3G;cx;crossover suppressor on 3 of Gowan;crossover suppressor in chromosome 3 of Gowen;C3G;Crossover suppressor on 3 of Gowen
FBgn0038363	3R	15792688	15793487	5	Acyp2	AcPDro2;CG18505;acylphosphatase
FBgn0262527	3R	15793782	15802102	45	nsl1	FBgn0038364;FBgn0085126;FBgn0262474;FBgn0010895;CG4699;NSL1;non-specific lethal 1;l(3)S009413;lethal (3) 06536;l(3)06536;E(nos);Nsl1;waharan;wah;nonspecific lethal 1
FBgn0038365	3R	15802275	15803653	3	CG9593	AAF55227;FBpp0082632;Fibrinogen-related protein
FBgn0003227	3R	15823019	15832632	4	rec	FBgn0038367;FBgn0040563;FBgn0051293;CG31293;rec1;rec-1;CG4828;CG14875;MCM8;recombination defective;mini-chromosome maintenance 8
FBgn0038366	3R	15825747	15830321	8	CG4576	
FBgn0263023	3R	15832708	15833432	2	CG43318	CG14876;FBan0014876;FBgn0038368;CG14876
FBgn0263022	3R	15833462	15834425	2	CG43317	CG14876;FBan0014876;FBgn0038368;CG14876
FBgn0038369	3R	15834648	15836021	6	Arpc3A	CG4560;ARC-P21;ARPC;Arpc3A;Arpc3a
FBgn0038371	3R	15838146	15839515	1	Pbp45	FBgn0022383;DmSNAP43;DmPBP45;CG9597;DmPBP;Drosophila melanogaster PSE-binding protein 45-kDa subunit;PSEA-binding protein;DmSNAPc;SNAP43
FBgn0038373	3R	15846534	15848436	3	CG4546	arginine kinase 3;AK-3
FBgn0051183	3R	15857871	15875939	16	CG31183	FBgn0038378;FBgn0038379;FBgn0038379;GYC;CG4224;CG11846;DrGC-2;Gyc89A;Guanylyl cyclase at 89A
FBgn0038377	3R	15860196	15861478	3	CG9632	FBgn0045236;FBgn0061463;bs19g07.y1;NEST:bs19g07;BcDNA:AT06908
FBgn0038380	3R	15889194	15896078	3	CG14877	DrGC-2;Gyc89A;Guanylyl cyclase at 89A
FBgn0027657	3R	15896926	15904521	4	glob1	DmHb;Glob1;DmeGlob1;Hemoglobin;Hb;dmeglob1;CG9734;DmeGb1;DmHb1;globin1;Globin 1;globin;hemoglobin gene 1;haemoglobin
FBgn0038381	3R	15908398	15910367	5	EndoU	CG3303;dendoU;Drosophila endoribonuclease U-specific
FBgn0266566	3R	15910372	15918007	39	CG45105	CG31291;FBgn0051291;FBgn0038382;FBgn0038383;CG34275;FBgn0085304;CG31291;CG5552;CG14878;CG34275
FBgn0038385	3R	15920898	15932887	4	Fbxl7	CG4221;FbxL7;FBXL7;fbxl7
FBgn0085305	3R	15925629	15927577	4	CG34276	CG5470
FBgn0038386	3R	15932700	15933734	1	CG5478	
FBgn0038387	3R	15933847	15934940	3	blp	FBgn0010754;FBgn0047168;l(3)01618;CG5268;BcDNA:RE11908;Blp;black-pearl;Black pearl
FBgn0013334	3R	15935100	15962124	61	Sap47	SAP-47;SAP47;sap47;dsap-47;CG8884;SAP 47
FBgn0051088	3R	15950201	15950943	2	CG31088	
FBgn0286741	3R	15950201	15950943	2	CG46383	
FBgn0038388	3R	15962167	15963867	2	CG4287	
FBgn0038389	3R	15963884	15964761	3	CG5516	
FBgn0052856	3R	15964678	15965351	3	CG32856	FBgn0064930;BcDNA:GM32296
FBgn0038390	3R	15965446	15968138	1	Rbf2	RBF2;rbf2;CG5083;RB;RBf2
FBgn0002783	3R	15968134	15972913	9	mor	FBgn0025464;FBgn0042208;MOR;BAP155;CG18740;MOR/BAP155;dmMOIRA;Moira;brahma associated protein 155 kDa;E(E2F)3B;Swi3D;brahma-associated protein 155;brahma-like;l(3)89B1;CG4275;Mor;Bap155/Moira;moira;Moi;MOIRA
FBgn0022787	3R	15973298	15983451	12	Hel89B	89B Helicase;89B helicase;BTAF1;89B;CG4261;Helicase89B;Mot1;HEL89B
FBgn0003507	3R	15986152	16004081	27	srp	FBgn0010376;FBgn0010753;FBgn0011478;CG3992;Srp;GATA;dGATAb;ABF;GATAb;DmGATAb;l(3)01549;A7.1;spt;A-box-binding factor;l(3)neo45;l(3)89B2;abf;Abf;Serpent;SRP;SERPENT;srpD;serpentD
FBgn0038391	3R	16009105	16019133	11	GATAe	dGATAe;dGATA-E;CG10278;CG10278-PA
FBgn0003117	3R	16026079	16041796	12	pnr	FBgn0038393;GATA;CG3978;dGATAa;Pnr;prn;GATAa/Pannier;GATAa;dGATAa/pannier;l(3)89B3;Pannier;CG3978-PA;PNR;PANNIER;GATA4
FBgn0038394	3R	16043498	16044832	3	CG10264	
FBgn0038395	3R	16044747	16046130	12	CG10407	cg10407
FBgn0024222	3R	16046347	16049421	5	IKKbeta	FBgn0028725;FBgn0028726;FBgn0029099;FBgn0029160;ird;dIKK-beta;IKK;IKK-beta;dIKK;IKKB;DmIKKb;DmIkkbeta;dmIKKbeta;ird5/DmIkk[beta];DmIKKbeta;CG4201;DmIKK;Dmikkbeta;DmIKKBeta;dLak;Ird-5;Ik;ikk;LPS-responsive kinase;LRK;Lipopolysaccharide activated kinase;DLAK;IKK-like protein;DIK;LPS-responsive-kinase;cactus kinase;anon-89Bd;Lak;IK;dIKKbeta;IKKbeta;IKKb;Ird5;ird5;IRD-5;mmune response deficient 5;IRD5;Immune response deficient 5;Ikkbeta;Dmikkb;ird-5;immune response-deficient 5;Ikkb;immune response deficient 5;ird[5]
FBgn0038396	3R	16049670	16050693	2	CG5013	
FBgn0027948	3R	16050801	16060675	30	msps	FBgn0044745;TOG;XMAP215;Dis1;MINISPINDLES;Msps;CG5000;Mini spindles;anon-WO0140519.136;Minispindles;mini-spindles;minispindles;Mini-spindles;MSPS;Mini Spindles
FBgn0038397	3R	16060589	16067594	12	CG10185	
FBgn0026059	3R	16068523	16098761	53	Mhcl	FBgn0038399;FBgn0051045;CG10224;PDZ-myosin;CG10218;MHCL(PDZ);DmPDZ;myosin heavy chain;Myosin-heavy-chain-like;CG31045;Myosin XVIII;myosin 18;myosin XVIII (PDZ);Myo7A
FBgn0052855	3R	16078980	16080992	1	CG32855	
FBgn0038398	3R	16083878	16087222	6	sxe2	CG4979;male sex-specific enzyme 2
FBgn0010379	3R	16099228	16105670	18	Akt1	FBgn0010837;FBgn0013324;FBgn0017365;dAkt1;AKT;Akt;RAC;PKB;dAKT/dPKB;dAkt;PKB/AKT;PKB/Akt;PKB/dAKT;dPKB;Dakt1;Akt/PKB;DAKT1/PKB;dAkt/PKB;Dakt;D-Akt;AKT/PKB;akt;l(3)89Bq;CG4006;DAkt1;l(3)04226;DRAC-PK66; DRAC-PK85;DAKT1;dakt1;DPKB;DRAC-PK;Related to PKA to PKC protein kinases;related to the A and C kinases;RacPK;AKT1;dAkt kinase;p-Akt;dakt;dAKT1;DAkt;pAkt;P-AKT;akt1;dAKT;Akt kinase;Protein kinase B;Dpkb;Akt1|PKB;DAKT;RAC serine/threonine protein kinase
FBgn0003319	3R	16116161	16145284	9	Sb	FBgn0010169;stubbloid;sbd;SP56;c-SP56;st-sb;Sb-sbd;CG4316;Stubble-stubbloid
FBgn0038400	3R	16144401	16146855	6	CG5903	FBgn0027665;FBgn0061520;bs05g07.y1;anon-EST:Posey87;anon-WO0118547.99
FBgn0038401	3R	16147029	16149636	5	CG5916	
FBgn0038402	3R	16149369	16151312	8	Fer2	CG5952;bHLHa33;48-related 2;fer2;48-related-2
FBgn0063649	3R	16154982	16171766	20	CG6006	FBgn0038403;BcDNA:SD04753
FBgn0038404	3R	16171991	16180475	7	CG8925	
FBgn0038405	3R	16181020	16186235	4	CG8927	CG8927-RA;CG8927-PA;FBtr0083254;FBpp0082708
